Bus_ID,Date,Year,Month,Depot_Name,Bus_Type,Owner_Type,Bus_Age_Months,KMs_Run_Monthly,Total_Breakdowns
BUS-1006,2022-04-01,2022,4,Nigdi,CNG,PMPML,112,7060,0
BUS-1006,2022-05-01,2022,5,Nigdi,CNG,PMPML,113,3982,1
BUS-1006,2022-06-01,2022,6,Nigdi,CNG,PMPML,114,3470,0
BUS-1006,2022-07-01,2022,7,Nigdi,CNG,PMPML,115,3903,0
BUS-1006,2022-08-01,2022,8,Nigdi,CNG,PMPML,116,7993,0
BUS-1006,2022-09-01,2022,9,Nigdi,CNG,PMPML,117,7175,0
BUS-1006,2022-10-01,2022,10,Nigdi,CNG,PMPML,118,5849,0
BUS-1006,2022-11-01,2022,11,Nigdi,CNG,PMPML,119,4368,0
BUS-1006,2022-12-01,2022,12,Nigdi,CNG,PMPML,120,5097,0
BUS-1006,2023-01-01,2023,1,Nigdi,CNG,PMPML,121,5776,0
BUS-1006,2023-02-01,2023,2,Nigdi,CNG,PMPML,122,6143,2
BUS-1006,2023-03-01,2023,3,Nigdi,CNG,PMPML,123,3488,0
BUS-1006,2023-04-01,2023,4,Nigdi,CNG,PMPML,124,3496,0
BUS-1006,2023-05-01,2023,5,Nigdi,CNG,PMPML,125,5491,0
BUS-1006,2023-06-01,2023,6,Nigdi,CNG,PMPML,126,3931,0
BUS-1006,2023-07-01,2023,7,Nigdi,CNG,PMPML,127,6187,0
BUS-1006,2023-08-01,2023,8,Nigdi,CNG,PMPML,128,5264,0
BUS-1006,2023-09-01,2023,9,Nigdi,CNG,PMPML,129,6602,1
BUS-1006,2023-10-01,2023,10,Nigdi,CNG,PMPML,130,3221,0
BUS-1006,2023-11-01,2023,11,Nigdi,CNG,PMPML,131,3155,1
BUS-1006,2023-12-01,2023,12,Nigdi,CNG,PMPML,132,4698,2
BUS-1006,2024-01-01,2024,1,Nigdi,CNG,PMPML,133,5310,1
BUS-1006,2024-02-01,2024,2,Nigdi,CNG,PMPML,134,3993,0
BUS-1006,2024-03-01,2024,3,Nigdi,CNG,PMPML,135,7222,0
BUS-1006,2024-04-01,2024,4,Nigdi,CNG,PMPML,136,5564,0
BUS-1006,2024-05-01,2024,5,Nigdi,CNG,PMPML,137,4755,0
BUS-1006,2024-06-01,2024,6,Nigdi,CNG,PMPML,138,3573,0
BUS-1006,2024-07-01,2024,7,Nigdi,CNG,PMPML,139,6789,0
BUS-1006,2024-08-01,2024,8,Nigdi,CNG,PMPML,140,5218,3
BUS-1006,2024-09-01,2024,9,Nigdi,CNG,PMPML,141,7676,0
BUS-1006,2024-10-01,2024,10,Nigdi,CNG,PMPML,142,7915,0
BUS-1006,2024-11-01,2024,11,Nigdi,CNG,PMPML,143,5271,0
BUS-1006,2024-12-01,2024,12,Nigdi,CNG,PMPML,144,6087,0
BUS-1007,2022-01-01,2022,1,Hinjewadi,CNG,Private,36,3215,0
BUS-1007,2022-02-01,2022,2,Hinjewadi,CNG,Private,37,3279,0
BUS-1007,2022-03-01,2022,3,Hinjewadi,CNG,Private,38,6774,0
BUS-1007,2022-04-01,2022,4,Hinjewadi,CNG,Private,39,7338,0
BUS-1007,2022-05-01,2022,5,Hinjewadi,CNG,Private,40,7617,0
BUS-1007,2022-06-01,2022,6,Hinjewadi,CNG,Private,41,5913,1
BUS-1007,2022-07-01,2022,7,Hinjewadi,CNG,Private,42,7143,0
BUS-1007,2022-08-01,2022,8,Hinjewadi,CNG,Private,43,5374,1
BUS-1007,2022-09-01,2022,9,Hinjewadi,CNG,Private,44,7933,0
BUS-1007,2022-10-01,2022,10,Hinjewadi,CNG,Private,45,4261,0
BUS-1007,2022-11-01,2022,11,Hinjewadi,CNG,Private,46,7663,0
BUS-1007,2022-12-01,2022,12,Hinjewadi,CNG,Private,47,5582,2
BUS-1007,2023-01-01,2023,1,Hinjewadi,CNG,Private,48,4224,0
BUS-1007,2023-02-01,2023,2,Hinjewadi,CNG,Private,49,5969,1
BUS-1007,2023-03-01,2023,3,Hinjewadi,CNG,Private,50,6868,0
BUS-1007,2023-04-01,2023,4,Hinjewadi,CNG,Private,51,7201,0
BUS-1007,2023-05-01,2023,5,Hinjewadi,CNG,Private,52,6339,0
BUS-1007,2023-06-01,2023,6,Hinjewadi,CNG,Private,53,3982,0
BUS-1007,2023-07-01,2023,7,Hinjewadi,CNG,Private,54,5472,1
BUS-1007,2023-08-01,2023,8,Hinjewadi,CNG,Private,55,5394,0
BUS-1007,2023-09-01,2023,9,Hinjewadi,CNG,Private,56,6785,3
BUS-1007,2023-10-01,2023,10,Hinjewadi,CNG,Private,57,7255,0
BUS-1007,2023-11-01,2023,11,Hinjewadi,CNG,Private,58,7986,0
BUS-1007,2023-12-01,2023,12,Hinjewadi,CNG,Private,59,6940,3
BUS-1007,2024-01-01,2024,1,Hinjewadi,CNG,Private,60,4601,0
BUS-1007,2024-02-01,2024,2,Hinjewadi,CNG,Private,61,7195,0
BUS-1007,2024-03-01,2024,3,Hinjewadi,CNG,Private,62,7702,0
BUS-1007,2024-04-01,2024,4,Hinjewadi,CNG,Private,63,6595,0
BUS-1007,2024-05-01,2024,5,Hinjewadi,CNG,Private,64,3187,0
BUS-1007,2024-06-01,2024,6,Hinjewadi,CNG,Private,65,7119,0
BUS-1007,2024-07-01,2024,7,Hinjewadi,CNG,Private,66,4021,0
BUS-1007,2024-08-01,2024,8,Hinjewadi,CNG,Private,67,7710,0
BUS-1007,2024-09-01,2024,9,Hinjewadi,CNG,Private,68,4322,0
BUS-1007,2024-10-01,2024,10,Hinjewadi,CNG,Private,69,5419,0
BUS-1007,2024-11-01,2024,11,Hinjewadi,CNG,Private,70,6812,0
BUS-1007,2024-12-01,2024,12,Hinjewadi,CNG,Private,71,7994,0
BUS-1008,2022-01-01,2022,1,Bhosari,e-Bus,Private,105,3417,0
BUS-1008,2022-02-01,2022,2,Bhosari,e-Bus,Private,106,3575,0
BUS-1008,2022-03-01,2022,3,Bhosari,e-Bus,Private,107,3486,0
BUS-1008,2022-04-01,2022,4,Bhosari,e-Bus,Private,108,4252,0
BUS-1008,2022-05-01,2022,5,Bhosari,e-Bus,Private,109,7985,0
BUS-1008,2022-06-01,2022,6,Bhosari,e-Bus,Private,110,4937,0
BUS-1008,2022-07-01,2022,7,Bhosari,e-Bus,Private,111,5823,3
BUS-1008,2022-08-01,2022,8,Bhosari,e-Bus,Private,112,6846,0
BUS-1008,2022-09-01,2022,9,Bhosari,e-Bus,Private,113,5029,0
BUS-1008,2022-10-01,2022,10,Bhosari,e-Bus,Private,114,5912,0
BUS-1008,2022-11-01,2022,11,Bhosari,e-Bus,Private,115,7198,0
BUS-1008,2022-12-01,2022,12,Bhosari,e-Bus,Private,116,3652,2
BUS-1008,2023-01-01,2023,1,Bhosari,e-Bus,Private,117,5159,0
BUS-1008,2023-02-01,2023,2,Bhosari,e-Bus,Private,118,4381,0
BUS-1008,2023-03-01,2023,3,Bhosari,e-Bus,Private,119,4367,0
BUS-1008,2023-04-01,2023,4,Bhosari,e-Bus,Private,120,6026,0
BUS-1008,2023-05-01,2023,5,Bhosari,e-Bus,Private,121,6331,0
BUS-1008,2023-06-01,2023,6,Bhosari,e-Bus,Private,122,6199,0
BUS-1008,2023-07-01,2023,7,Bhosari,e-Bus,Private,123,7199,3
BUS-1008,2023-08-01,2023,8,Bhosari,e-Bus,Private,124,5535,3
BUS-1008,2023-09-01,2023,9,Bhosari,e-Bus,Private,125,4930,0
BUS-1008,2023-10-01,2023,10,Bhosari,e-Bus,Private,126,3579,0
BUS-1008,2023-11-01,2023,11,Bhosari,e-Bus,Private,127,3290,1
BUS-1008,2023-12-01,2023,12,Bhosari,e-Bus,Private,128,4575,0
BUS-1008,2024-01-01,2024,1,Bhosari,e-Bus,Private,129,7421,1
BUS-1008,2024-02-01,2024,2,Bhosari,e-Bus,Private,130,6637,0
BUS-1008,2024-03-01,2024,3,Bhosari,e-Bus,Private,131,3463,0
BUS-1008,2024-04-01,2024,4,Bhosari,e-Bus,Private,132,3942,0
BUS-1008,2024-05-01,2024,5,Bhosari,e-Bus,Private,133,6216,0
BUS-1008,2024-06-01,2024,6,Bhosari,e-Bus,Private,134,3289,0
BUS-1008,2024-07-01,2024,7,Bhosari,e-Bus,Private,135,5813,0
BUS-1008,2024-08-01,2024,8,Bhosari,e-Bus,Private,136,6379,0
BUS-1008,2024-09-01,2024,9,Bhosari,e-Bus,Private,137,6316,0
BUS-1008,2024-10-01,2024,10,Bhosari,e-Bus,Private,138,4784,2
BUS-1008,2024-11-01,2024,11,Bhosari,e-Bus,Private,139,3068,2
BUS-1008,2024-12-01,2024,12,Bhosari,e-Bus,Private,140,4697,0
BUS-1009,2022-01-01,2022,1,Swargate,e-Bus,PMPML,100,7284,1
BUS-1009,2022-02-01,2022,2,Swargate,e-Bus,PMPML,101,7600,0
BUS-1009,2022-03-01,2022,3,Swargate,e-Bus,PMPML,102,4959,0
BUS-1009,2022-04-01,2022,4,Swargate,e-Bus,PMPML,103,3732,0
BUS-1009,2022-05-01,2022,5,Swargate,e-Bus,PMPML,104,7349,2
BUS-1009,2022-06-01,2022,6,Swargate,e-Bus,PMPML,105,6478,1
BUS-1009,2022-07-01,2022,7,Swargate,e-Bus,PMPML,106,3414,0
BUS-1009,2022-08-01,2022,8,Swargate,e-Bus,PMPML,107,5407,0
BUS-1009,2022-09-01,2022,9,Swargate,e-Bus,PMPML,108,3609,0
BUS-1009,2022-10-01,2022,10,Swargate,e-Bus,PMPML,109,6487,0
BUS-1009,2022-11-01,2022,11,Swargate,e-Bus,PMPML,110,6305,0
BUS-1009,2022-12-01,2022,12,Swargate,e-Bus,PMPML,111,3645,0
BUS-1009,2023-01-01,2023,1,Swargate,e-Bus,PMPML,112,5313,0
BUS-1009,2023-02-01,2023,2,Swargate,e-Bus,PMPML,113,6652,0
BUS-1009,2023-03-01,2023,3,Swargate,e-Bus,PMPML,114,4364,0
BUS-1009,2023-04-01,2023,4,Swargate,e-Bus,PMPML,115,6379,2
BUS-1009,2023-05-01,2023,5,Swargate,e-Bus,PMPML,116,3939,0
BUS-1009,2023-06-01,2023,6,Swargate,e-Bus,PMPML,117,5828,0
